date,stock_id,ticker,open,high,low,close,volume,ma_5,ma_20,rsi_14,volatility_20d,trend,daily_return
2024-04-03,ICBP.JK,ICBP,10726.15369318182,10726.15369318182,10462.788312322444,10534.615234375,2469800,,,,,neutral,
2024-04-04,ICBP.JK,ICBP,10534.615309665533,10630.384539753402,10486.7306946216,10558.5576171875,2527700,,,,,neutral,0.002273
2024-04-05,ICBP.JK,ICBP,10582.500382524482,10582.500382524482,10390.9619140625,10390.9619140625,2242100,,,,,neutral,-0.015873
2024-04-16,ICBP.JK,ICBP,9864.22984993812,10175.479820931312,9648.749100788986,9672.69140625,18880100,,,,,neutral,-0.069125
2024-04-17,ICBP.JK,ICBP,9624.807915447967,9864.230997921797,9624.807915447967,9720.5771484375,14369100,10175.4807,,,,neutral,0.004951
2024-04-18,ICBP.JK,ICBP,9720.57601717203,9744.518322633045,9385.383740717822,9672.69140625,11022600,10003.0959,,,,neutral,-0.004926
2024-04-19,ICBP.JK,ICBP,9552.980692179466,9576.922999678663,9193.846079691517,9313.5576171875,11496400,9754.0959,,,,neutral,-0.037129
2024-04-22,ICBP.JK,ICBP,9433.269381776148,9552.980922154018,9241.730917171555,9385.384765625,8329600,9552.9805,,,,neutral,0.007712
2024-04-23,ICBP.JK,ICBP,9409.32647689704,9600.86492935296,9409.32647689704,9505.095703125,5539400,9519.4613,,,,neutral,0.012755
2024-04-24,ICBP.JK,ICBP,9505.095494375768,9792.403166749846,9505.095494375768,9744.5185546875,8075100,9524.2496,,,,neutral,0.025189
2024-04-25,ICBP.JK,ICBP,9840.288389402014,10462.78838483864,9672.692236784462,10247.3076171875,16918500,9639.1729,,,,neutral,0.051597
2024-04-26,ICBP.JK,ICBP,10247.307313163325,10319.134233582694,10103.653472324588,10151.5380859375,4076200,9806.7689,,,,neutral,-0.009346
2024-04-29,ICBP.JK,ICBP,10295.19215639637,10343.076771077283,10127.596005013174,10223.365234375,4497500,9974.365,,,,neutral,0.007075
2024-04-30,ICBP.JK,ICBP,10247.30717492816,10510.672546246407,10247.30717492816,10414.9033203125,6660300,10156.3266,,,,neutral,0.018735
2024-05-02,ICBP.JK,ICBP,10414.904080120077,10414.904080120077,9864.230990826372,10031.8271484375,5930000,10213.7883,,49.52,,neutral,-0.036782
2024-05-03,ICBP.JK,ICBP,10031.827285696285,10390.9619140625,9888.1734343498,10390.9619140625,3524800,10242.5191,,57.31,,neutral,0.0358
2024-05-06,ICBP.JK,ICBP,10678.269616755473,10678.269616755473,10295.192679831509,10390.9619140625,2850400,10290.4039,,57.31,,neutral,0.0
2024-05-07,ICBP.JK,ICBP,10438.846305829466,10462.78861387036,10199.423225420533,10319.134765625,2877500,10309.5578,,55.33,,neutral,-0.006912
2024-05-08,ICBP.JK,ICBP,10367.019381706787,10390.961689747679,10127.596301297854,10319.134765625,4333600,10290.4041,,55.33,,neutral,0.0
2024-05-13,ICBP.JK,ICBP,10151.539157311892,10151.539157311892,9600.866042646388,9864.2314453125,7265800,10256.885,10042.6009,44.12,,bearish,-0.044083
2024-05-14,ICBP.JK,ICBP,9864.2314453125,9960.00068264563,9768.462207979368,9864.2314453125,8204800,10151.5389,10009.0817,44.12,0.444948,bearish,0.0
2024-05-15,ICBP.JK,ICBP,9864.230404260023,10151.5380859375,9744.518870227741,10151.5380859375,5442200,10103.6541,9988.7307,51.34,0.459078,bullish,0.029126
2024-05-16,ICBP.JK,ICBP,10247.308224364657,10438.84669584811,10055.769752881206,10127.5966796875,4835200,10065.3465,9975.5625,50.75,0.455986,bullish,-0.002358
2024-05-17,ICBP.JK,ICBP,10127.595626758737,10295.191771882404,10007.884094527548,10103.6533203125,4102700,10022.2502,9997.1105,50.13,0.378465,bullish,-0.002364
2024-05-20,ICBP.JK,ICBP,10151.538764880952,10271.250306919643,10007.884914434524,10055.76953125,2328300,10060.5578,10013.8702,48.85,0.379179,neutral,-0.004739
2024-05-21,ICBP.JK,ICBP,10103.653846153846,10127.596153846154,9912.115384615385,9960.0,3604100,10079.7115,10028.2356,46.3,0.380636,bearish,-0.009524
